,id,order_id,line_number,quantity,unit_price_order_items,discount_amount,tax_amount,sku,product_name,brand,unit_price,unit_cost,active_from,active_to,created_at_x,category_name,quantity_on_hand,last_updated_at,warehouse_name,city,province,country_code,order_status,order_date,currency_orders,shipping_amount,order_subtotal,order_discount,order_tax,order_total,created_at_y,payment_method,amount,currency_payments,payment_status,paid_at,carrier,service_level,shipped_at,delivered_at,shipping_cost,tracking_number,first_name,last_name,email,phone,gender,birth_date,created_at_customers,marketing_opt_in,address_type_billing,street_billing,city_billing,province_billing,country_code_billing,postal_code_billing,created_at_billing,is_primary_billing,address_type_shipping,street_shipping,city_shipping,province_shipping,country_code_shipping,postal_code_shipping,created_at_shipping,is_primary_shipping,channel_name_orders,description_orders,utm_source_order_marketing,utm_medium_order_marketing,utm_campaign_order_marketing,utm_content_order_marketing,utm_term_order_marketing,channel_name,description,campaign_name_campaigns,utm_source_campaigns,utm_medium_campaigns,utm_campaign_campaigns,start_date_campaigns,end_date_campaigns,budget_ars_campaigns
1186,1187,100217,1,3,11575.29,3472.59,6563.19,SKU-00145,Sur Remeras 145,Sur,11575.29,6474.09,2025-05-07,,2025-05-07 04:13:40,Remeras,106,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,paid,2025-08-03 12:25:10,ARS,3478.97,34725.87,3472.59,6563.19,41295.44,2025-08-03 12:25:10,bank_transfer,41295.44,ARS,captured,2025-08-05 19:25:10,,,,,,,Martina,Ramírez,martina.ramirez@example.com,+54 9 1905-7782-860,F,1979-11-15,2025-04-01 12:12:03,False,billing,Reconquista 5893,Paraná,Entre Ríos,AR,2084.0,2025-04-01 12:12:03,True,shipping,Alsina 5269,Comodoro Rivadavia,Mendoza,AR,9779,2025-04-01 12:12:03,True,Web,Tienda online desktop/mobile,google,cpc,invierno_2025,promo,,Web,Tienda online desktop/mobile,Invierno 2025 Performance - Web,google,cpc,invierno_2025,2025-08-11,2025-08-20,4065939.23
1187,1188,100217,1,3,11575.29,3472.59,6563.19,SKU-00145,Sur Remeras 145,Sur,11575.29,6474.09,2025-05-07,,2025-05-07 04:13:40,Remeras,74,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,paid,2025-08-03 12:25:10,ARS,3478.97,34725.87,3472.59,6563.19,41295.44,2025-08-03 12:25:10,bank_transfer,41295.44,ARS,captured,2025-08-05 19:25:10,,,,,,,Martina,Ramírez,martina.ramirez@example.com,+54 9 1905-7782-860,F,1979-11-15,2025-04-01 12:12:03,False,billing,Reconquista 5893,Paraná,Entre Ríos,AR,2084.0,2025-04-01 12:12:03,True,shipping,Alsina 5269,Comodoro Rivadavia,Mendoza,AR,9779,2025-04-01 12:12:03,True,Web,Tienda online desktop/mobile,google,cpc,invierno_2025,promo,,Web,Tienda online desktop/mobile,Invierno 2025 Performance - Web,google,cpc,invierno_2025,2025-08-11,2025-08-20,4065939.23
1188,1189,100218,1,2,102001.78,10200.18,40698.71,SKU-00026,Estilo Zapatillas 026,Estilo,102001.78,61564.11,2025-02-03,,2025-02-03 20:47:27,Zapatillas,200,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-07-06 20:56:24,ARS,0.0,461103.66,27280.09,91102.95,524926.52,2025-07-06 20:56:24,mercado_pago,524926.52,ARS,captured,2025-07-08 01:56:24,OCA,Estándar,2025-07-09 20:56:24,,0.0,YR1287099570,Lorenzo,Herrera,lorenzo.herrera@example.com,+54 9 2218-7348-294,X,1985-06-24,2024-08-02 23:58:03,True,billing,Av. Corrientes 8672,La Plata,Tucumán,AR,2092.0,2024-08-02 23:58:03,True,shipping,Sarmiento 4738,Mar del Plata,Chubut,AR,6285,2024-08-02 23:58:03,True,App,Aplicación móvil,direct,none,direct,video,zapatillas,App,Aplicación móvil,,,,,,,
1189,1190,100218,1,2,102001.78,10200.18,40698.71,SKU-00026,Estilo Zapatillas 026,Estilo,102001.78,61564.11,2025-02-03,,2025-02-03 20:47:27,Zapatillas,168,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-07-06 20:56:24,ARS,0.0,461103.66,27280.09,91102.95,524926.52,2025-07-06 20:56:24,mercado_pago,524926.52,ARS,captured,2025-07-08 01:56:24,OCA,Estándar,2025-07-09 20:56:24,,0.0,YR1287099570,Lorenzo,Herrera,lorenzo.herrera@example.com,+54 9 2218-7348-294,X,1985-06-24,2024-08-02 23:58:03,True,billing,Av. Corrientes 8672,La Plata,Tucumán,AR,2092.0,2024-08-02 23:58:03,True,shipping,Sarmiento 4738,Mar del Plata,Chubut,AR,6285,2024-08-02 23:58:03,True,App,Aplicación móvil,direct,none,direct,video,zapatillas,App,Aplicación móvil,,,,,,,
1190,1191,100218,2,1,45854.66,2292.73,9148.0,SKU-00043,Estilo Pantalones 043,Estilo,45854.66,27634.65,2025-03-29,,2025-03-29 07:24:45,Pantalones,116,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-07-06 20:56:24,ARS,0.0,461103.66,27280.09,91102.95,524926.52,2025-07-06 20:56:24,mercado_pago,524926.52,ARS,captured,2025-07-08 01:56:24,OCA,Estándar,2025-07-09 20:56:24,,0.0,YR1287099570,Lorenzo,Herrera,lorenzo.herrera@example.com,+54 9 2218-7348-294,X,1985-06-24,2024-08-02 23:58:03,True,billing,Av. Corrientes 8672,La Plata,Tucumán,AR,2092.0,2024-08-02 23:58:03,True,shipping,Sarmiento 4738,Mar del Plata,Chubut,AR,6285,2024-08-02 23:58:03,True,App,Aplicación móvil,direct,none,direct,video,zapatillas,App,Aplicación móvil,,,,,,,
1191,1192,100218,2,1,45854.66,2292.73,9148.0,SKU-00043,Estilo Pantalones 043,Estilo,45854.66,27634.65,2025-03-29,,2025-03-29 07:24:45,Pantalones,129,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-07-06 20:56:24,ARS,0.0,461103.66,27280.09,91102.95,524926.52,2025-07-06 20:56:24,mercado_pago,524926.52,ARS,captured,2025-07-08 01:56:24,OCA,Estándar,2025-07-09 20:56:24,,0.0,YR1287099570,Lorenzo,Herrera,lorenzo.herrera@example.com,+54 9 2218-7348-294,X,1985-06-24,2024-08-02 23:58:03,True,billing,Av. Corrientes 8672,La Plata,Tucumán,AR,2092.0,2024-08-02 23:58:03,True,shipping,Sarmiento 4738,Mar del Plata,Chubut,AR,6285,2024-08-02 23:58:03,True,App,Aplicación móvil,direct,none,direct,video,zapatillas,App,Aplicación móvil,,,,,,,
1192,1193,100218,3,2,105622.72,14787.18,41256.23,SKU-00071,Lago Zapatillas 071,Lago,105622.72,76745.98,2025-01-17,,2025-01-17 15:06:17,Zapatillas,13,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-07-06 20:56:24,ARS,0.0,461103.66,27280.09,91102.95,524926.52,2025-07-06 20:56:24,mercado_pago,524926.52,ARS,captured,2025-07-08 01:56:24,OCA,Estándar,2025-07-09 20:56:24,,0.0,YR1287099570,Lorenzo,Herrera,lorenzo.herrera@example.com,+54 9 2218-7348-294,X,1985-06-24,2024-08-02 23:58:03,True,billing,Av. Corrientes 8672,La Plata,Tucumán,AR,2092.0,2024-08-02 23:58:03,True,shipping,Sarmiento 4738,Mar del Plata,Chubut,AR,6285,2024-08-02 23:58:03,True,App,Aplicación móvil,direct,none,direct,video,zapatillas,App,Aplicación móvil,,,,,,,
1193,1194,100218,3,2,105622.72,14787.18,41256.23,SKU-00071,Lago Zapatillas 071,Lago,105622.72,76745.98,2025-01-17,,2025-01-17 15:06:17,Zapatillas,73,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-07-06 20:56:24,ARS,0.0,461103.66,27280.09,91102.95,524926.52,2025-07-06 20:56:24,mercado_pago,524926.52,ARS,captured,2025-07-08 01:56:24,OCA,Estándar,2025-07-09 20:56:24,,0.0,YR1287099570,Lorenzo,Herrera,lorenzo.herrera@example.com,+54 9 2218-7348-294,X,1985-06-24,2024-08-02 23:58:03,True,billing,Av. Corrientes 8672,La Plata,Tucumán,AR,2092.0,2024-08-02 23:58:03,True,shipping,Sarmiento 4738,Mar del Plata,Chubut,AR,6285,2024-08-02 23:58:03,True,App,Aplicación móvil,direct,none,direct,video,zapatillas,App,Aplicación móvil,,,,,,,
1194,1195,100219,1,1,17172.38,2060.69,3173.46,SKU-00076,Andina Gorras 076,Andina,17172.38,11284.89,2025-04-29,,2025-04-29 06:36:59,Gorras,168,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,delivered,2025-08-06 04:35:38,ARS,0.0,601043.56,26015.85,120755.82,695783.53,2025-08-06 04:35:38,credit_card,695783.53,ARS,captured,2025-08-06 19:35:38,Correo Argentino,Estándar,2025-08-08 04:35:38,2025-08-10 04:35:38,0.0,NH6577394973,Emma,Ramírez,emma.ramirez@example.com,+54 9 1317-2100-407,F,1992-08-04,2025-02-10 16:28:23,False,,,,,,,,,shipping,Reconquista 1891,Buenos Aires,CABA,AR,3692,2025-02-10 16:28:23,True,Instagram Shop,Tienda social en Instagram,email,email,newsletter,,,Instagram Shop,Tienda social en Instagram,,,,,,,
1195,1196,100219,1,1,17172.38,2060.69,3173.46,SKU-00076,Andina Gorras 076,Andina,17172.38,11284.89,2025-04-29,,2025-04-29 06:36:59,Gorras,123,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,delivered,2025-08-06 04:35:38,ARS,0.0,601043.56,26015.85,120755.82,695783.53,2025-08-06 04:35:38,credit_card,695783.53,ARS,captured,2025-08-06 19:35:38,Correo Argentino,Estándar,2025-08-08 04:35:38,2025-08-10 04:35:38,0.0,NH6577394973,Emma,Ramírez,emma.ramirez@example.com,+54 9 1317-2100-407,F,1992-08-04,2025-02-10 16:28:23,False,,,,,,,,,shipping,Reconquista 1891,Buenos Aires,CABA,AR,3692,2025-02-10 16:28:23,True,Instagram Shop,Tienda social en Instagram,email,email,newsletter,,,Instagram Shop,Tienda social en Instagram,,,,,,,
1196,1197,100219,2,2,145504.46,20370.62,56834.04,SKU-00031,Andina Camperas 031,Andina,145504.46,113725.08,2025-03-02,,2025-03-02 06:03:18,Camperas,109,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,delivered,2025-08-06 04:35:38,ARS,0.0,601043.56,26015.85,120755.82,695783.53,2025-08-06 04:35:38,credit_card,695783.53,ARS,captured,2025-08-06 19:35:38,Correo Argentino,Estándar,2025-08-08 04:35:38,2025-08-10 04:35:38,0.0,NH6577394973,Emma,Ramírez,emma.ramirez@example.com,+54 9 1317-2100-407,F,1992-08-04,2025-02-10 16:28:23,False,,,,,,,,,shipping,Reconquista 1891,Buenos Aires,CABA,AR,3692,2025-02-10 16:28:23,True,Instagram Shop,Tienda social en Instagram,email,email,newsletter,,,Instagram Shop,Tienda social en Instagram,,,,,,,
1197,1198,100219,2,2,145504.46,20370.62,56834.04,SKU-00031,Andina Camperas 031,Andina,145504.46,113725.08,2025-03-02,,2025-03-02 06:03:18,Camperas,175,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,delivered,2025-08-06 04:35:38,ARS,0.0,601043.56,26015.85,120755.82,695783.53,2025-08-06 04:35:38,credit_card,695783.53,ARS,captured,2025-08-06 19:35:38,Correo Argentino,Estándar,2025-08-08 04:35:38,2025-08-10 04:35:38,0.0,NH6577394973,Emma,Ramírez,emma.ramirez@example.com,+54 9 1317-2100-407,F,1992-08-04,2025-02-10 16:28:23,False,,,,,,,,,shipping,Reconquista 1891,Buenos Aires,CABA,AR,3692,2025-02-10 16:28:23,True,Instagram Shop,Tienda social en Instagram,email,email,newsletter,,,Instagram Shop,Tienda social en Instagram,,,,,,,
1198,1199,100219,3,2,131495.54,0.0,55228.13,SKU-00127,Cordillera Mochilas 127,Cordillera,131495.54,73502.69,2025-01-18,,2025-01-18 08:32:51,Mochilas,196,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,delivered,2025-08-06 04:35:38,ARS,0.0,601043.56,26015.85,120755.82,695783.53,2025-08-06 04:35:38,credit_card,695783.53,ARS,captured,2025-08-06 19:35:38,Correo Argentino,Estándar,2025-08-08 04:35:38,2025-08-10 04:35:38,0.0,NH6577394973,Emma,Ramírez,emma.ramirez@example.com,+54 9 1317-2100-407,F,1992-08-04,2025-02-10 16:28:23,False,,,,,,,,,shipping,Reconquista 1891,Buenos Aires,CABA,AR,3692,2025-02-10 16:28:23,True,Instagram Shop,Tienda social en Instagram,email,email,newsletter,,,Instagram Shop,Tienda social en Instagram,,,,,,,
1199,1200,100219,3,2,131495.54,0.0,55228.13,SKU-00127,Cordillera Mochilas 127,Cordillera,131495.54,73502.69,2025-01-18,,2025-01-18 08:32:51,Mochilas,35,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,delivered,2025-08-06 04:35:38,ARS,0.0,601043.56,26015.85,120755.82,695783.53,2025-08-06 04:35:38,credit_card,695783.53,ARS,captured,2025-08-06 19:35:38,Correo Argentino,Estándar,2025-08-08 04:35:38,2025-08-10 04:35:38,0.0,NH6577394973,Emma,Ramírez,emma.ramirez@example.com,+54 9 1317-2100-407,F,1992-08-04,2025-02-10 16:28:23,False,,,,,,,,,shipping,Reconquista 1891,Buenos Aires,CABA,AR,3692,2025-02-10 16:28:23,True,Instagram Shop,Tienda social en Instagram,email,email,newsletter,,,Instagram Shop,Tienda social en Instagram,,,,,,,
1200,1201,100219,4,2,14935.59,3584.54,5520.19,SKU-00036,Sur Remeras 036,Sur,14935.59,8468.34,2025-03-02,,2025-03-02 14:42:03,Remeras,37,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,delivered,2025-08-06 04:35:38,ARS,0.0,601043.56,26015.85,120755.82,695783.53,2025-08-06 04:35:38,credit_card,695783.53,ARS,captured,2025-08-06 19:35:38,Correo Argentino,Estándar,2025-08-08 04:35:38,2025-08-10 04:35:38,0.0,NH6577394973,Emma,Ramírez,emma.ramirez@example.com,+54 9 1317-2100-407,F,1992-08-04,2025-02-10 16:28:23,False,,,,,,,,,shipping,Reconquista 1891,Buenos Aires,CABA,AR,3692,2025-02-10 16:28:23,True,Instagram Shop,Tienda social en Instagram,email,email,newsletter,,,Instagram Shop,Tienda social en Instagram,,,,,,,
1201,1202,100219,4,2,14935.59,3584.54,5520.19,SKU-00036,Sur Remeras 036,Sur,14935.59,8468.34,2025-03-02,,2025-03-02 14:42:03,Remeras,16,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,delivered,2025-08-06 04:35:38,ARS,0.0,601043.56,26015.85,120755.82,695783.53,2025-08-06 04:35:38,credit_card,695783.53,ARS,captured,2025-08-06 19:35:38,Correo Argentino,Estándar,2025-08-08 04:35:38,2025-08-10 04:35:38,0.0,NH6577394973,Emma,Ramírez,emma.ramirez@example.com,+54 9 1317-2100-407,F,1992-08-04,2025-02-10 16:28:23,False,,,,,,,,,shipping,Reconquista 1891,Buenos Aires,CABA,AR,3692,2025-02-10 16:28:23,True,Instagram Shop,Tienda social en Instagram,email,email,newsletter,,,Instagram Shop,Tienda social en Instagram,,,,,,,
1202,1203,100220,1,2,131464.18,18404.99,51349.91,SKU-00051,Lago Remeras 051,Lago,131464.18,100523.87,2025-02-26,2025-07-08,2025-02-26 07:15:58,Remeras,105,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,paid,2025-08-15 13:41:50,ARS,0.0,364619.74,20438.81,72277.99,416458.92,2025-08-15 13:41:50,debit_card,416458.92,ARS,captured,2025-08-18 05:41:50,,,,,,,Martina,Díaz,martina.diaz@example.com,+54 9 0690-7382-291,X,1971-06-13,2025-05-17 19:27:08,True,billing,Reconquista 7504,Córdoba,Neuquén,AR,5958.0,2025-05-17 19:27:08,True,shipping,Reconquista 618,CABA,Mendoza,AR,5448,2025-05-17 19:27:08,True,Web,Tienda online desktop/mobile,google,cpc,invierno_2025,remarketing,botas,Web,Tienda online desktop/mobile,Invierno 2025 Performance - Web,google,cpc,invierno_2025,2025-08-11,2025-08-20,4065939.23
1203,1204,100220,1,2,131464.18,18404.99,51349.91,SKU-00051,Lago Remeras 051,Lago,131464.18,100523.87,2025-02-26,2025-07-08,2025-02-26 07:15:58,Remeras,86,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,paid,2025-08-15 13:41:50,ARS,0.0,364619.74,20438.81,72277.99,416458.92,2025-08-15 13:41:50,debit_card,416458.92,ARS,captured,2025-08-18 05:41:50,,,,,,,Martina,Díaz,martina.diaz@example.com,+54 9 0690-7382-291,X,1971-06-13,2025-05-17 19:27:08,True,billing,Reconquista 7504,Córdoba,Neuquén,AR,5958.0,2025-05-17 19:27:08,True,shipping,Reconquista 618,CABA,Mendoza,AR,5448,2025-05-17 19:27:08,True,Web,Tienda online desktop/mobile,google,cpc,invierno_2025,remarketing,botas,Web,Tienda online desktop/mobile,Invierno 2025 Performance - Web,google,cpc,invierno_2025,2025-08-11,2025-08-20,4065939.23
1204,1205,100220,2,2,50845.69,2033.83,20928.09,SKU-00039,Cordillera Botas 039,Cordillera,50845.69,37522.4,2025-01-19,,2025-01-19 00:20:20,Botas,149,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,paid,2025-08-15 13:41:50,ARS,0.0,364619.74,20438.81,72277.99,416458.92,2025-08-15 13:41:50,debit_card,416458.92,ARS,captured,2025-08-18 05:41:50,,,,,,,Martina,Díaz,martina.diaz@example.com,+54 9 0690-7382-291,X,1971-06-13,2025-05-17 19:27:08,True,billing,Reconquista 7504,Córdoba,Neuquén,AR,5958.0,2025-05-17 19:27:08,True,shipping,Reconquista 618,CABA,Mendoza,AR,5448,2025-05-17 19:27:08,True,Web,Tienda online desktop/mobile,google,cpc,invierno_2025,remarketing,botas,Web,Tienda online desktop/mobile,Invierno 2025 Performance - Web,google,cpc,invierno_2025,2025-08-11,2025-08-20,4065939.23
1205,1206,100220,2,2,50845.69,2033.83,20928.09,SKU-00039,Cordillera Botas 039,Cordillera,50845.69,37522.4,2025-01-19,,2025-01-19 00:20:20,Botas,140,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,paid,2025-08-15 13:41:50,ARS,0.0,364619.74,20438.81,72277.99,416458.92,2025-08-15 13:41:50,debit_card,416458.92,ARS,captured,2025-08-18 05:41:50,,,,,,,Martina,Díaz,martina.diaz@example.com,+54 9 0690-7382-291,X,1971-06-13,2025-05-17 19:27:08,True,billing,Reconquista 7504,Córdoba,Neuquén,AR,5958.0,2025-05-17 19:27:08,True,shipping,Reconquista 618,CABA,Mendoza,AR,5448,2025-05-17 19:27:08,True,Web,Tienda online desktop/mobile,google,cpc,invierno_2025,remarketing,botas,Web,Tienda online desktop/mobile,Invierno 2025 Performance - Web,google,cpc,invierno_2025,2025-08-11,2025-08-20,4065939.23
1206,1207,100221,1,1,86331.5,6043.21,16860.54,SKU-00046,Lago Wearables 046,Lago,86331.5,49896.88,2025-06-26,,2025-06-26 05:25:36,Wearables,29,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,created,2025-06-09 17:51:55,ARS,0.0,462629.09,32384.04,90351.46,520596.51,2025-06-09 17:51:55,,,,,,,,,,,,Lucas,Muñoz,lucas.muñoz.1@example.com,+54 9 1642-2621-807,F,1986-09-28,2025-04-17 01:44:13,True,,,,,,,,,shipping,Mitre 1677,Salta,Mendoza,AR,8370,2025-04-17 01:44:13,True,App,Aplicación móvil,meta,social,retargeting_jul_2025,carousel,mochilas,App,Aplicación móvil,Retargeting Julio 2025 - App,meta,social,retargeting_jul_2025,2025-08-15,2025-09-04,3052450.37
1207,1208,100221,1,1,86331.5,6043.21,16860.54,SKU-00046,Lago Wearables 046,Lago,86331.5,49896.88,2025-06-26,,2025-06-26 05:25:36,Wearables,167,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,created,2025-06-09 17:51:55,ARS,0.0,462629.09,32384.04,90351.46,520596.51,2025-06-09 17:51:55,,,,,,,,,,,,Lucas,Muñoz,lucas.muñoz.1@example.com,+54 9 1642-2621-807,F,1986-09-28,2025-04-17 01:44:13,True,,,,,,,,,shipping,Mitre 1677,Salta,Mendoza,AR,8370,2025-04-17 01:44:13,True,App,Aplicación móvil,meta,social,retargeting_jul_2025,carousel,mochilas,App,Aplicación móvil,Retargeting Julio 2025 - App,meta,social,retargeting_jul_2025,2025-08-15,2025-09-04,3052450.37
1208,1209,100221,2,3,125432.53,26340.83,73490.92,SKU-00068,Lago Wearables 068,Lago,125432.53,86168.13,2025-02-10,,2025-02-10 17:16:56,Wearables,105,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,created,2025-06-09 17:51:55,ARS,0.0,462629.09,32384.04,90351.46,520596.51,2025-06-09 17:51:55,,,,,,,,,,,,Lucas,Muñoz,lucas.muñoz.1@example.com,+54 9 1642-2621-807,F,1986-09-28,2025-04-17 01:44:13,True,,,,,,,,,shipping,Mitre 1677,Salta,Mendoza,AR,8370,2025-04-17 01:44:13,True,App,Aplicación móvil,meta,social,retargeting_jul_2025,carousel,mochilas,App,Aplicación móvil,Retargeting Julio 2025 - App,meta,social,retargeting_jul_2025,2025-08-15,2025-09-04,3052450.37
1209,1210,100221,2,3,125432.53,26340.83,73490.92,SKU-00068,Lago Wearables 068,Lago,125432.53,86168.13,2025-02-10,,2025-02-10 17:16:56,Wearables,90,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,created,2025-06-09 17:51:55,ARS,0.0,462629.09,32384.04,90351.46,520596.51,2025-06-09 17:51:55,,,,,,,,,,,,Lucas,Muñoz,lucas.muñoz.1@example.com,+54 9 1642-2621-807,F,1986-09-28,2025-04-17 01:44:13,True,,,,,,,,,shipping,Mitre 1677,Salta,Mendoza,AR,8370,2025-04-17 01:44:13,True,App,Aplicación móvil,meta,social,retargeting_jul_2025,carousel,mochilas,App,Aplicación móvil,Retargeting Julio 2025 - App,meta,social,retargeting_jul_2025,2025-08-15,2025-09-04,3052450.37
1210,1211,100222,1,3,95372.61,20028.25,55878.81,SKU-00126,Río Botas 126,Río,95372.61,61932.19,2025-01-21,2025-06-22,2025-01-21 11:57:45,Botas,77,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,delivered,2025-06-30 10:38:08,ARS,0.0,861389.45,59438.64,168409.67,970360.48,2025-06-30 10:38:08,bank_transfer,970360.48,ARS,captured,2025-07-02 20:38:08,Correo Argentino,Express,2025-07-01 10:38:08,2025-07-04 10:38:08,0.0,RJ3188866022,Mía,Benítez,mia.benitez@example.com,+54 9 1078-9904-652,M,1995-10-07,2024-07-19 20:04:58,True,billing,Av. Corrientes 6600,Neuquén,Chubut,AR,6961.0,2024-07-19 20:04:58,True,shipping,Lavalle 3758,Mendoza,Córdoba,AR,5767,2024-07-19 20:04:58,True,App,Aplicación móvil,google,organic,seo,brand,mochilas,App,Aplicación móvil,,,,,,,
1211,1212,100222,1,3,95372.61,20028.25,55878.81,SKU-00126,Río Botas 126,Río,95372.61,61932.19,2025-01-21,2025-06-22,2025-01-21 11:57:45,Botas,54,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,delivered,2025-06-30 10:38:08,ARS,0.0,861389.45,59438.64,168409.67,970360.48,2025-06-30 10:38:08,bank_transfer,970360.48,ARS,captured,2025-07-02 20:38:08,Correo Argentino,Express,2025-07-01 10:38:08,2025-07-04 10:38:08,0.0,RJ3188866022,Mía,Benítez,mia.benitez@example.com,+54 9 1078-9904-652,M,1995-10-07,2024-07-19 20:04:58,True,billing,Av. Corrientes 6600,Neuquén,Chubut,AR,6961.0,2024-07-19 20:04:58,True,shipping,Lavalle 3758,Mendoza,Córdoba,AR,5767,2024-07-19 20:04:58,True,App,Aplicación móvil,google,organic,seo,brand,mochilas,App,Aplicación móvil,,,,,,,
1212,1213,100222,2,3,105309.14,22114.92,61700.63,SKU-00092,Lago Zapatillas 092,Lago,105309.14,65981.6,2025-05-29,,2025-05-29 13:26:08,Zapatillas,89,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,delivered,2025-06-30 10:38:08,ARS,0.0,861389.45,59438.64,168409.67,970360.48,2025-06-30 10:38:08,bank_transfer,970360.48,ARS,captured,2025-07-02 20:38:08,Correo Argentino,Express,2025-07-01 10:38:08,2025-07-04 10:38:08,0.0,RJ3188866022,Mía,Benítez,mia.benitez@example.com,+54 9 1078-9904-652,M,1995-10-07,2024-07-19 20:04:58,True,billing,Av. Corrientes 6600,Neuquén,Chubut,AR,6961.0,2024-07-19 20:04:58,True,shipping,Lavalle 3758,Mendoza,Córdoba,AR,5767,2024-07-19 20:04:58,True,App,Aplicación móvil,google,organic,seo,brand,mochilas,App,Aplicación móvil,,,,,,,
1213,1214,100222,2,3,105309.14,22114.92,61700.63,SKU-00092,Lago Zapatillas 092,Lago,105309.14,65981.6,2025-05-29,,2025-05-29 13:26:08,Zapatillas,1,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,delivered,2025-06-30 10:38:08,ARS,0.0,861389.45,59438.64,168409.67,970360.48,2025-06-30 10:38:08,bank_transfer,970360.48,ARS,captured,2025-07-02 20:38:08,Correo Argentino,Express,2025-07-01 10:38:08,2025-07-04 10:38:08,0.0,RJ3188866022,Mía,Benítez,mia.benitez@example.com,+54 9 1078-9904-652,M,1995-10-07,2024-07-19 20:04:58,True,billing,Av. Corrientes 6600,Neuquén,Chubut,AR,6961.0,2024-07-19 20:04:58,True,shipping,Lavalle 3758,Mendoza,Córdoba,AR,5767,2024-07-19 20:04:58,True,App,Aplicación móvil,google,organic,seo,brand,mochilas,App,Aplicación móvil,,,,,,,
1214,1215,100222,3,1,17172.38,343.45,3534.08,SKU-00076,Andina Gorras 076,Andina,17172.38,11284.89,2025-04-29,,2025-04-29 06:36:59,Gorras,168,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,delivered,2025-06-30 10:38:08,ARS,0.0,861389.45,59438.64,168409.67,970360.48,2025-06-30 10:38:08,bank_transfer,970360.48,ARS,captured,2025-07-02 20:38:08,Correo Argentino,Express,2025-07-01 10:38:08,2025-07-04 10:38:08,0.0,RJ3188866022,Mía,Benítez,mia.benitez@example.com,+54 9 1078-9904-652,M,1995-10-07,2024-07-19 20:04:58,True,billing,Av. Corrientes 6600,Neuquén,Chubut,AR,6961.0,2024-07-19 20:04:58,True,shipping,Lavalle 3758,Mendoza,Córdoba,AR,5767,2024-07-19 20:04:58,True,App,Aplicación móvil,google,organic,seo,brand,mochilas,App,Aplicación móvil,,,,,,,
1215,1216,100222,3,1,17172.38,343.45,3534.08,SKU-00076,Andina Gorras 076,Andina,17172.38,11284.89,2025-04-29,,2025-04-29 06:36:59,Gorras,123,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,delivered,2025-06-30 10:38:08,ARS,0.0,861389.45,59438.64,168409.67,970360.48,2025-06-30 10:38:08,bank_transfer,970360.48,ARS,captured,2025-07-02 20:38:08,Correo Argentino,Express,2025-07-01 10:38:08,2025-07-04 10:38:08,0.0,RJ3188866022,Mía,Benítez,mia.benitez@example.com,+54 9 1078-9904-652,M,1995-10-07,2024-07-19 20:04:58,True,billing,Av. Corrientes 6600,Neuquén,Chubut,AR,6961.0,2024-07-19 20:04:58,True,shipping,Lavalle 3758,Mendoza,Córdoba,AR,5767,2024-07-19 20:04:58,True,App,Aplicación móvil,google,organic,seo,brand,mochilas,App,Aplicación móvil,,,,,,,
